timestamp,mae_cum,rmse_cum,n_rows
2007-01-01,0.13664369899999995,0.13664369899999995,1
2007-02-01,0.14143872864999996,0.14151998541362526,2
2007-03-01,0.1149549249333333,0.12096589061079878,3
2007-04-01,0.10489642762499997,0.11122214067540098,4
2007-05-01,0.11202527995999997,0.11767169893784475,5
2007-06-01,0.11304058758333331,0.11774605374719463,6
2007-07-01,0.09784950035714284,0.10904109902685187,7
